event_date,event_date_precision,date_is_exact,disaster_type,disaster_group,disaster_subgroup,financial_damage,damage_source,population_affected,total_deaths,deaths_available,no_homeless,homeless_available,mag_area_km2,mag_wind_kph,mag_area_available,mag_wind_available,dis_no,event_name,log_financial_damage,log_population_affected,disaster_Drought,disaster_Flood,disaster_Other,disaster_Storm,asof_date,days_since_last_disaster,disasters_trailing_365d,date,aspi_close,trading_volume,price_source,volume_source,log_return,lag_return_t-1,lag_return_t-2,lag_return_t-3,lag_return_t-5,sma_5,ema_5,price_to_sma_5,price_to_ema_5,sma_10,ema_10,price_to_sma_10,price_to_ema_10,sma_20,ema_20,price_to_sma_20,price_to_ema_20,rolling_std_5,rolling_std_10,rolling_std_20,rolling_std_30,squared_return,garch_cond_vol,vol_ratio_1_30,vol_ratio_5_30,vol_ratio_10_30,vol_cv_30,log_vol_change_1,date_macro,gdp_growth_pct,inflation_cpi_pct,gdp_current_usd,date_gspc,sp500_log_return,damage_to_gdp,Y1_aspi_log_return,Y1_horizon_end_date,Y2_abnormal_volume,Y3_recovery_days,Y1_car_5,Y1_car_10,hz_precip_max3d,hz_precip_mean3d,hz_precip_spread3d,hz_districts_wet,hz_wind_max3d,hz_precip_anom,di_districts_hit,di_affected_log,di_houses_destroyed_log,di_houses_damaged_log,di_deaths_log,di_records,di_available,fx_logret_1,fx_logret_5,fx_vol_30,days_to_election,election_within_5d,log_damage_x_flood
2007-01-12,exact_day,1.0,Flood,Natural,Hydrological,0.0,missing_zero_filled,35000.0,18.0,1.0,,0.0,10420.0,,1.0,0.0,2007-0012-LKA,,0.0,10.463131911491967,0.0,1.0,0.0,0.0,2007-01-11,78.0,1,2007-01-11,2766.51,15124000.0,local_archive,local_archive,0.012680775797275992,0.005984963706696058,-0.0016742564050799395,-0.007202208637206132,-0.0003314919170005954,2730.234,2727.9929341526777,0.0005186368640930361,0.0013405701318132124,2730.7650000000003,2728.217312300161,0.0003240850091457137,0.0012582163760792575,2723.947,2722.038458760248,0.002827881746597871,0.003531008611880493,0.004715072877640357,0.0052354813486546635,0.005446164299467397,0.006984639082916837,0.00016080207482078058,0.007490111702641628,1.051299483925293,0.10250599627184531,-0.21199110544937527,0.6277816443301417,1.2211061811126405,2006-07-01,6.24174804376447,11.6396860971118,24405791044.7761,2007-01-11,0.006319861629223327,0.0,3.874338313690899,2007-01-22,0.6505652418608283,0.0,0.054472932387275096,0.051521353584899565,137.57,62.53571428571428,50.11592290451637,5.0,8.76,3.1869918699186988,12.0,10.99619913288327,6.748759547491679,7.983440063006542,3.044522437723423,238.0,1.0,0.00046093570763085516,-0.001381533721924465,0.0024753303603945094,-421.0,0.0,0.0
2007-05-02,exact_day,1.0,Flood,Natural,Hydrological,78000.0,emdat_cpi_adjusted,121000.0,15.0,1.0,,0.0,3340.0,,1.0,0.0,2007-0187-LKA,,11.264476926102367,11.703554089007538,0.0,1.0,0.0,0.0,2007-05-01,110.0,2,2007-04-30,2811.29,2465400.0,local_archive,local_archive,-0.004737470113546934,-0.006855202009178986,0.009286783982881876,0.011378359917097057,0.007213799027065507,2811.808,2819.1943907863597,0.004563611740204143,0.0019316189161830977,2815.303,2814.5170983368066,0.0033165169077715717,0.003596674423891555,2808.955,2817.2824170625863,0.005583927118803844,0.0026115887043673958,0.007560856269131368,0.009710982812743808,0.007818331841006434,0.010101068990163529,2.2443623076750397e-05,0.010116525123526796,-0.35883249484462953,-0.4301246648083382,-0.43535453985312667,0.5729422867144485,-0.06139714620692909,2006-07-01,6.24174804376447,11.6396860971118,24405791044.7761,2007-05-01,0.0026476879873137942,3.1959627883766295e-06,-3.664364485528878,2007-05-10,-0.45625571564724376,90.0,-0.04032131183140859,-0.11980773193714021,14.3,6.8828571428571435,5.366347964509055,0.0,6.61,-0.6879657543261487,20.0,12.115283231647444,4.394449154672439,7.719573989259581,2.833213344056216,222.0,1.0,-0.000451977408824376,0.0063492276786587445,0.0031981659707229783,374.0,0.0,11.264476926102367
2007-12-16,exact_day,1.0,Flood,Natural,Hydrological,0.0,missing_zero_filled,250000.0,,0.0,,0.0,7950.0,,1.0,0.0,2007-0609-LKA,,0.0,12.429220196836383,0.0,1.0,0.0,0.0,2007-12-15,228.0,2,2007-12-14,2507.02,4777100.0,local_archive,local_archive,-0.0023745031077044526,-0.004589567998449942,0.0003724143985168653,0.005865958590116902,-0.007158402612940419,2516.77,2519.3116424344103,-0.0015058984333093939,-0.0025132430334390277,2523.686,2528.4116839742414,-0.004242207628048833,-0.006103311447281934,2554.1699999999996,2548.17212247965,-0.016126569492241893,-0.013810732080925647,0.004989667466874505,0.00579522187055428,0.005103470050116216,0.005152443908710017,5.638265008498103e-06,0.007252582507229164,-0.7328629237967885,-0.43902635863601425,-0.40568122469028667,0.7860634018605973,-1.0597818240371324,2007-07-01,7.66829190107919,10.0201836057035,28267410542.5164,2007-12-14,-0.013841622651711093,0.0,0.9094700275659802,2007-12-26,-0.6935544033948444,3.0,0.006270635142932276,0.009108695530885473,33.5,23.67285714285714,7.3629109150428524,0.0,9.95,1.362332436596077,16.0,12.61978035652674,7.066466970136958,8.790116892892472,1.791759469228055,577.0,1.0,-0.00027539358507004804,0.005708513798614044,0.0026598629524636546,146.0,0.0,0.0
2008-03-12,exact_day,1.0,Flood,Natural,Hydrological,0.0,missing_zero_filled,54323.0,8.0,1.0,,0.0,43220.0,,1.0,0.0,2008-0132-LKA,,0.0,10.902721397223958,0.0,1.0,0.0,0.0,2008-03-11,87.0,2,2008-03-11,2571.52,19842900.0,local_archive,local_archive,0.0015839753300610844,0.0,0.00047529258659154323,0.0015521171181352893,0.0010583683161540123,2559.384,2559.468243279598,0.003151539589213659,0.0031185214902975655,2545.0510000000004,2545.944535438962,0.00880100241606141,0.008446949358749567,2521.0855,2524.2851334208717,0.018390689248738212,0.01709983789376124,0.00473077307223787,0.003785264597785385,0.004252265158707067,0.004578563250017063,2.5089778462421213e-06,0.006107567940359427,0.1887692886964476,0.2772645072515194,0.511709005670671,0.6791980718603505,-0.12338701465926057,2007-07-01,7.66829190107919,10.0201836057035,28267410542.5164,2008-03-11,0.03645713261332977,0.0,-1.5978561071858748,2008-03-19,0.8075161599444405,0.0,-0.013838151790175909,-0.0025932675278677216,75.53,47.940000000000005,17.28940716161199,4.0,12.46,2.5949574430587097,19.0,12.43068312038575,5.638354669333745,7.409741954080923,2.4849066497880004,512.0,1.0,0.0002791606587709983,-0.0031583862762320854,0.0007477498690114485,59.0,0.0,0.0
2008-04-27,exact_day,1.0,Storm,Natural,Meteorological,0.0,missing_zero_filled,50000.0,9.0,1.0,,0.0,,,0.0,0.0,2008-0184-LKA,Cyclone 'Nargis',0.0,10.819798284210286,0.0,0.0,0.0,1.0,2008-04-26,46.0,3,2008-04-25,2651.64,33009281.0,local_archive,local_archive,-0.009705206836890034,-0.0014070395340627178,0.003085384609193087,0.003778157921775087,0.009053408154253349,2673.308,2669.2111032443877,0.0015680946602487644,0.003105373248873944,2647.924,2652.568663259871,0.01116950486494317,0.00939894114163664,2617.529,2625.6285755199533,0.02291130298842914,0.01975581198485954,0.004845164487864234,0.004440095050423301,0.007276821649322582,0.006627795958637648,9.419103974681706e-05,0.006216257602147489,-0.7470533644779014,-0.18437067481569924,-0.4275179004535913,2.861731220568069,-0.10030218641760247,2007-07-01,7.66829190107919,10.0201836057035,28267410542.5164,2008-04-25,0.006473736528735971,0.0,0.280870352220158,2008-05-06,-0.6420140895867328,90.0,-0.002318233140827387,-0.014338783288040753,55.22,37.72428571428572,16.61812951482292,1.0,8.38,1.0337502111717298,13.0,11.436886398684639,4.948759890378168,6.639875833826536,2.70805020110221,353.0,1.0,0.00027825441908413997,-0.00046358537754823944,0.0007393768277465697,13.0,0.0,0.0
2008-05-29,exact_day,1.0,Flood,Natural,Hydrological,0.0,missing_zero_filled,362582.0,25.0,1.0,,0.0,40670.0,,1.0,0.0,2008-0224-LKA,,0.0,12.801008692585505,0.0,1.0,0.0,0.0,2008-05-28,32.0,3,2008-05-28,2520.77,5356500.0,local_archive,local_archive,-0.01500916030622396,-0.005121899669478558,-0.0053317328761699374,-0.005072618602536576,-0.003792845222491776,2580.488,2578.504418278602,-0.008369734716844213,-0.007606897292693593,2596.245,2593.4477209347097,-0.014388087410856842,-0.013325011588147473,2618.8219999999997,2607.3540997513555,-0.022885098719958696,-0.018587463726533082,0.004293437736658756,0.0034503923191250064,0.003742499304620251,0.004562865151609896,0.00022527489309792892,0.007778805007341152,-0.6088820138971172,-0.5532477866310712,-0.5318335664767868,1.0952325527975562,-0.2796495839688855,2007-07-01,7.66829190107919,10.0201836057035,28267410542.5164,2008-05-28,0.003955058916479667,0.0,0.3921862514105315,2008-06-05,-0.04398181608056795,1.0,-0.0016993369530113104,-0.024407125510937232,18.55,6.381428571428572,7.135193126494961,0.0,9.89,-0.3099267454029003,15.0,13.074076086772802,6.587550014824796,8.050065422915965,3.1780538303479458,548.0,1.0,0.0002782028116426384,0.0002782028116426384,0.0006122600803640505,-19.0,0.0,0.0
2008-11-22,exact_day,1.0,Flood,Natural,Hydrological,0.0,missing_zero_filled,360000.0,15.0,1.0,,0.0,103400.0,,1.0,0.0,2008-0560-LKA,,0.0,12.793862088206213,0.0,1.0,0.0,0.0,2008-11-21,177.0,4,2008-11-21,1669.88,4380400.0,local_archive,local_archive,-0.02478199722976825,-0.003347625089952073,-0.020977594494510903,-0.0187296142735058,-0.01565095545133128,1750.852,1750.0560422822655,-0.02231599244253657,-0.021871323750495053,1808.3239999999998,1787.809870468626,-0.053388662651162044,-0.04252682107001504,1824.55,1843.6135052858742,-0.061807020909265264,-0.07150821194783552,0.01002073269525307,0.00845464012668199,0.022361402019408082,0.02254115007103021,0.0006141473866962412,0.015108968151288635,-0.22426192745493312,0.10810564061412253,-0.08674435159206872,0.4819252544680263,-0.3304719489719637,2008-07-01,6.79682611892866,15.8421114924843,32350238760.4239,2008-11-21,0.06132800111506746,0.0,-1.1355990905873918,2008-12-01,-0.27611956746957755,34.0,-0.020191952600353752,-0.07534235526878241,37.690000000000005,26.34714285714286,8.551658151660247,0.0,10.11,0.9319742373247915,16.0,11.519036752951077,3.871201010907891,5.365976015021851,1.0986122886681098,198.0,1.0,0.0009095043828403909,0.00027276446957320307,0.003322658978190406,84.0,0.0,0.0
2009-08-15,exact_day,1.0,Flood,Natural,Hydrological,0.0,missing_zero_filled,20000.0,,0.0,,0.0,,,0.0,0.0,2009-0336-LKA,,0.0,9.90353755128617,0.0,1.0,0.0,0.0,2009-08-14,266.0,1,2009-08-14,2501.19,11014700.0,local_archive,local_archive,-0.00383879162554445,0.0007769435433370358,-0.006380912352784533,0.0008518748695025215,0.0007553662006534296,2519.3779999999997,2515.874640817405,-0.0034008394135376374,-0.0020130735988338477,2519.172,2512.255103438274,-0.0033193446100544532,-0.0005752216151522216,2493.0815000000002,2488.32769314013,0.007111079200579518,0.009035106960328942,0.0031965566553790073,0.0038017817339616555,0.006610402773632307,0.006592517101723873,1.47363211443502e-05,0.006305230751631249,-0.3744337022099208,-0.17513720893409246,-0.13242732298204607,0.6209733167847853,-0.2321138820564914,2009-07-01,5.95008814473897,22.5644955300126,40713826215.0093,2009-08-14,-0.008567949977279207,0.0,1.1926389446093482,2009-08-24,-0.4048434936124181,1.0,0.011634485772232443,0.04168281398237142,25.589999999999996,19.785714285714285,4.782171254227717,0.0,8.96,3.2970235593186423,13.0,9.38252741428954,2.0794415416798357,3.9512437185814275,1.6094379124341003,124.0,1.0,0.0016552689234828448,0.0006095171941933084,0.0013701728036066808,-7.0,0.0,0.0
2009-11-21,exact_day,1.0,Flood,Natural,Hydrological,0.0,missing_zero_filled,60000.0,,0.0,60000.0,1.0,,,0.0,0.0,2009-0501-LKA,,0.0,11.002116507732017,0.0,1.0,0.0,0.0,2009-11-20,98.0,2,2009-11-20,2933.35,13858900.0,local_archive,local_archive,-0.009304255023735119,-0.0034155675714032103,-0.004148373054398382,0.0013551455668502693,0.01755598275533287,2974.7079999999996,2960.249089075261,-0.004685501904724609,0.00017596861245938733,2927.8199999999997,2950.52541150757,0.011254107151396076,0.003472123457223697,2951.515,2956.197219713465,0.0031356777790390034,0.0015468454729750114,0.008852691896701766,0.013139539233069793,0.013007007099294718,0.012670951257471322,8.65691615467002e-05,0.008479622553127886,-0.2738365643720211,-0.39761564970827057,-0.43461805621121463,0.6334746196449099,0.3263870319005645,2009-07-01,5.95008814473897,22.5644955300126,40713826215.0093,2009-11-20,-0.0032201022062016984,0.0,-0.6050192466397898,2009-11-30,-0.6683963711325998,6.0,-0.006827763007006097,0.039874778705051676,62.489999999999995,47.298571428571435,11.393661144939948,3.0,6.88,0.2350685294153041,14.0,10.97748264243684,3.8918202981106265,5.288267030694535,0.6931471805599453,129.0,1.0,-0.00017508535455739647,-0.002011633161858911,0.0006178728587916507,66.0,0.0,0.0
2009-12-14,exact_day,1.0,Flood,Natural,Hydrological,0.0,missing_zero_filled,300000.0,3.0,1.0,,0.0,15650.0,,1.0,0.0,2009-0551-LKA,,0.0,12.611541086966115,0.0,1.0,0.0,0.0,2009-12-13,23.0,2,2009-12-11,3056.64,6826800.0,local_archive,local_archive,-0.0011019104709245097,0.002378635942169989,1.9654667492791117e-05,0.008986495270505046,-0.0014254932521416822,3038.2259999999997,3034.5696577555514,0.007169973530606555,0.00838350906838814,2979.048,3001.7110653017944,0.027177138468396755,0.019421900852520713,2959.4965,2975.48820689441,0.0339630406726279,0.028406025239739785,0.0047634152957076415,0.006903751716257196,0.010568883502217715,0.011579587491788024,1.2142066859330747e-06,0.0074325255510564224,0.41646827709603507,-0.11014601278157243,0.013313841873295207,0.40923983526428215,0.6012019129967482,2009-07-01,5.95008814473897,22.5644955300126,40713826215.0093,2009-12-11,0.0036763280289124935,0.0,6.202119311529862,2009-12-21,-0.4592020692290778,1.0,0.056490064031774395,0.09360930422047459,88.19,40.50428571428571,21.292866455805374,1.0,10.93,0.5823211402092254,13.0,12.86405886099653,4.8283137373023015,7.227662498728654,1.3862943611198906,244.0,1.0,0.00043754102645092923,0.0,0.001070822603741163,43.0,0.0,0.0
